,Date,Sales_Amount,Units_Sold,Product_Category,Product_Name,Revenue,Customer_Rating,Sales_Channel,,,,,,,
691,21/11/2006,"£16,254.00",47,Mobile Phones,Smartphone,"£4,218.00",2,Online,,,,,,,
692,22/11/2006,"£11,174.00",82,Electronics,Headphones,"£4,219.00",4,In-Store,,,,,,,
696,26/11/2006,"£17,044.00",76,Electronics,Tablet,"£4,223.00",3,Online,,,,,,,
697,27/11/2006,"£7,397.00",2,Electronics,Tablet,"£4,224.00",5,In-Store,,,,,,,
701,12/01/2006,"£5,449.00",25,Electronics,Headphones,"£4,228.00",2,In-Store,,,,,,,
703,12/03/2006,"£4,319.00",13,Mobile Phones,Smartphone,"£4,230.00",3,Online,,,,,,,
704,12/04/2006,"£12,897.00",69,Computers,Laptop,"£4,231.00",3,In-Store,,,,,,,
705,12/05/2006,"£13,838.00",33,Computers,Laptop,"£4,232.00",1,Online,,,,,,,
706,12/06/2006,"£15,783.00",47,Electronics,Headphones,"£4,233.00",4,Online,,,,,,,
711,12/11/2006,"£12,030.00",47,Computers,Laptop,"£4,238.00",5,Online,,,,,,,
713,13/12/2006,"£11,247.00",84,Mobile Phones,Smartphone,"£4,240.00",3,Online,,,,,,,
716,16/12/2006,"£5,004.00",20,Electronics,Tablet,"£4,243.00",4,Online,,,,,,,
718,18/12/2006,"£19,827.00",20,Mobile Phones,Smartphone,"£4,245.00",1,In-Store,,,,,,,
719,19/12/2006,"£15,811.00",16,Electronics,Headphones,"£4,246.00",3,In-Store,,,,,,,
721,21/12/2006,"£16,167.00",53,Computers,Laptop,"£4,248.00",1,In-Store,,,,,,,
725,25/12/2006,"£10,483.00",23,Electronics,Headphones,"£4,252.00",3,Online,,,,,,,
726,26/12/2006,"£12,514.00",16,Mobile Phones,Smartphone,"£4,253.00",3,Online,,,,,,,
727,27/12/2006,"£1,682.00",18,Computers,Laptop,"£4,254.00",3,Online,,,,,,,
728,28/12/2006,"£1,816.00",39,Electronics,Headphones,"£4,255.00",5,Online,,,,,,,
730,30/12/2006,"£11,352.00",17,Electronics,Tablet,"£4,257.00",1,In-Store,,,,,,,
732,01/01/2007,"£18,722.00",70,Computers,Laptop,"£4,259.00",2,Online,,,,,,,
738,01/07/2007,"£14,974.00",35,Electronics,Tablet,"£4,265.00",3,In-Store,,,,,,,
740,01/09/2007,"£3,029.00",30,Electronics,Tablet,"£4,267.00",2,In-Store,,,,,,,
745,14/01/2007,"£7,581.00",6,Mobile Phones,Smartphone,"£4,272.00",1,In-Store,,,,,,,
746,15/01/2007,"£19,393.00",29,Electronics,Headphones,"£4,273.00",1,Online,,,,,,,
750,19/01/2007,"£18,294.00",48,Electronics,Headphones,"£4,277.00",5,In-Store,,,,,,,
753,22/01/2007,"£16,105.00",35,Electronics,Headphones,"£4,280.00",1,In-Store,,,,,,,
756,25/01/2007,"£10,893.00",31,Electronics,Headphones,"£4,283.00",4,In-Store,,,,,,,
759,28/01/2007,"£3,836.00",4,Computers,Laptop,"£4,286.00",5,In-Store,,,,,,,
760,29/01/2007,"£7,083.00",20,Electronics,Headphones,"£4,287.00",1,Online,,,,,,,
762,31/01/2007,"£17,215.00",51,Mobile Phones,Smartphone,"£4,289.00",1,In-Store,,,,,,,
764,02/02/2007,"£6,477.00",27,Computers,Laptop,"£4,291.00",5,Online,,,,,,,
765,02/03/2007,"£4,507.00",34,Mobile Phones,Smartphone,"£4,292.00",1,In-Store,,,,,,,
766,02/04/2007,"£3,089.00",2,Mobile Phones,Smartphone,"£4,293.00",1,In-Store,,,,,,,
770,02/08/2007,"£14,577.00",46,Computers,Laptop,"£4,297.00",4,In-Store,,,,,,,
771,02/09/2007,"£11,049.00",69,Electronics,Headphones,"£4,298.00",3,Online,,,,,,,
773,02/11/2007,"£17,047.00",50,Electronics,Tablet,"£4,300.00",3,Online,,,,,,,
776,14/02/2007,"£7,236.00",27,Computers,Laptop,"£4,303.00",1,In-Store,,,,,,,
777,15/02/2007,"£2,257.00",9,Electronics,Tablet,"£4,304.00",4,In-Store,,,,,,,
781,19/02/2007,"£10,126.00",19,Computers,Laptop,"£4,308.00",4,Online,,,,,,,
785,23/02/2007,"£17,327.00",18,Mobile Phones,Smartphone,"£4,312.00",5,In-Store,,,,,,,
787,25/02/2007,"£2,880.00",30,Electronics,Tablet,"£4,314.00",1,In-Store,,,,,,,
788,26/02/2007,"£18,947.00",22,Mobile Phones,Smartphone,"£4,315.00",5,Online,,,,,,,
792,03/02/2007,"£8,598.00",26,Mobile Phones,Smartphone,"£4,319.00",3,Online,,,,,,,
799,03/09/2007,"£16,715.00",36,Electronics,Tablet,"£4,326.00",4,In-Store,,,,,,,
800,03/10/2007,"£10,775.00",38,Electronics,Tablet,"£4,327.00",3,Online,,,,,,,
807,17/03/2007,"£1,568.00",15,Mobile Phones,Smartphone,"£4,334.00",1,Online,,,,,,,
810,20/03/2007,"£10,919.00",67,Computers,Laptop,"£4,337.00",1,In-Store,,,,,,,
814,24/03/2007,"£18,597.00",34,Computers,Laptop,"£4,341.00",4,In-Store,,,,,,,
815,25/03/2007,£918.00,25,Computers,Laptop,"£4,342.00",4,Online,,,,,,,
818,28/03/2007,"£11,558.00",65,Electronics,Headphones,"£4,345.00",1,In-Store,,,,,,,
819,29/03/2007,"£10,616.00",45,Electronics,Tablet,"£4,346.00",5,In-Store,,,,,,,
824,04/03/2007,"£10,968.00",20,Mobile Phones,Smartphone,"£4,351.00",5,Online,,,,,,,
828,04/07/2007,"£8,873.00",17,Mobile Phones,Smartphone,"£4,355.00",5,In-Store,,,,,,,
830,04/09/2007,"£12,893.00",83,Computers,Laptop,"£4,357.00",3,In-Store,,,,,,,
836,15/04/2007,"£19,166.00",47,Computers,Laptop,"£4,363.00",1,In-Store,,,,,,,
838,17/04/2007,"£11,281.00",93,Computers,Laptop,"£4,365.00",3,Online,,,,,,,
845,24/04/2007,"£16,611.00",83,Electronics,Headphones,"£4,372.00",5,Online,,,,,,,
847,26/04/2007,"£11,642.00",89,Electronics,Tablet,"£4,374.00",5,In-Store,,,,,,,
849,28/04/2007,"£14,370.00",41,Computers,Laptop,"£4,376.00",5,Online,,,,,,,
850,29/04/2007,"£13,405.00",65,Electronics,Headphones,"£4,377.00",3,In-Store,,,,,,,
851,30/04/2007,"£12,814.00",85,Electronics,Tablet,"£4,378.00",2,Online,,,,,,,
852,05/01/2007,"£9,289.00",31,Electronics,Tablet,"£4,379.00",5,Online,,,,,,,
854,05/03/2007,"£7,701.00",8,Electronics,Tablet,"£4,381.00",2,In-Store,,,,,,,
856,05/05/2007,"£4,424.00",21,Electronics,Headphones,"£4,383.00",5,Online,,,,,,,
857,05/06/2007,"£4,523.00",34,Electronics,Headphones,"£4,384.00",2,In-Store,,,,,,,
861,05/10/2007,"£8,859.00",10,Mobile Phones,Smartphone,"£4,388.00",2,Online,,,,,,,
862,05/11/2007,"£8,941.00",37,Electronics,Headphones,"£4,389.00",2,Online,,,,,,,
863,05/12/2007,"£12,110.00",75,Mobile Phones,Smartphone,"£4,390.00",4,In-Store,,,,,,,
866,15/05/2007,"£11,194.00",29,Computers,Laptop,"£4,393.00",3,In-Store,,,,,,,
873,22/05/2007,"£19,867.00",55,Electronics,Headphones,"£4,400.00",2,Online,,,,,,,
876,25/05/2007,"£8,853.00",35,Computers,Laptop,"£4,403.00",3,In-Store,,,,,,,
877,26/05/2007,"£2,465.00",22,Electronics,Headphones,"£4,404.00",4,Online,,,,,,,
880,29/05/2007,"£15,343.00",11,Electronics,Headphones,"£4,407.00",2,Online,,,,,,,
881,30/05/2007,"£15,211.00",22,Electronics,Headphones,"£4,408.00",2,In-Store,,,,,,,
882,31/05/2007,"£6,500.00",19,Mobile Phones,Smartphone,"£4,409.00",3,Online,,,,,,,
885,06/03/2007,"£1,021.00",24,Mobile Phones,Smartphone,"£4,412.00",3,Online,,,,,,,
886,06/04/2007,"£3,009.00",23,Mobile Phones,Smartphone,"£4,413.00",1,In-Store,,,,,,,
891,06/09/2007,"£16,462.00",84,Mobile Phones,Smartphone,"£4,418.00",4,Online,,,,,,,
894,06/12/2007,"£16,090.00",24,Electronics,Tablet,"£4,421.00",3,In-Store,,,,,,,
895,13/06/2007,"£10,570.00",27,Electronics,Tablet,"£4,422.00",1,In-Store,,,,,,,
904,22/06/2007,"£6,313.00",30,Electronics,Headphones,"£4,431.00",5,In-Store,,,,,,,
906,24/06/2007,"£11,747.00",17,Electronics,Tablet,"£4,433.00",3,In-Store,,,,,,,
909,27/06/2007,"£12,566.00",90,Computers,Laptop,"£4,436.00",3,Online,,,,,,,
913,07/01/2007,"£18,225.00",63,Electronics,Headphones,"£4,440.00",4,Online,,,,,,,
918,07/06/2007,"£12,099.00",81,Mobile Phones,Smartphone,"£4,445.00",2,In-Store,,,,,,,
919,07/07/2007,"£7,505.00",27,Mobile Phones,Smartphone,"£4,446.00",5,In-Store,,,,,,,
920,07/08/2007,"£12,083.00",51,Electronics,Headphones,"£4,447.00",3,Online,,,,,,,
922,07/10/2007,"£3,148.00",8,Mobile Phones,Smartphone,"£4,449.00",3,In-Store,,,,,,,
925,13/07/2007,"£13,069.00",85,Electronics,Headphones,"£4,452.00",3,In-Store,,,,,,,
929,17/07/2007,"£4,639.00",18,Electronics,Tablet,"£4,456.00",3,In-Store,,,,,,,
931,19/07/2007,"£19,939.00",81,Electronics,Tablet,"£4,458.00",3,In-Store,,,,,,,
934,22/07/2007,"£6,389.00",11,Mobile Phones,Smartphone,"£4,461.00",1,In-Store,,,,,,,
938,26/07/2007,"£18,069.00",86,Electronics,Tablet,"£4,465.00",3,Online,,,,,,,
939,27/07/2007,"£11,505.00",30,Electronics,Tablet,"£4,466.00",3,Online,,,,,,,
940,28/07/2007,"£10,939.00",74,Mobile Phones,Smartphone,"£4,467.00",3,In-Store,,,,,,,
941,29/07/2007,"£17,325.00",50,Electronics,Tablet,"£4,468.00",1,In-Store,,,,,,,
943,31/07/2007,"£15,318.00",78,Mobile Phones,Smartphone,"£4,470.00",4,In-Store,,,,,,,
944,08/01/2007,"£11,781.00",87,Mobile Phones,Smartphone,"£4,471.00",1,In-Store,,,,,,,
946,08/03/2007,"£14,079.00",31,Mobile Phones,Smartphone,"£4,473.00",3,Online,,,,,,,
950,08/07/2007,"£18,924.00",14,Electronics,Tablet,"£4,477.00",3,In-Store,,,,,,,
951,08/08/2007,"£10,334.00",55,Electronics,Headphones,"£4,478.00",5,Online,,,,,,,
953,08/10/2007,"£13,956.00",82,Electronics,Tablet,"£4,480.00",4,In-Store,,,,,,,
956,13/08/2007,"£5,281.00",9,Electronics,Tablet,"£4,483.00",4,In-Store,,,,,,,
960,17/08/2007,"£11,750.00",94,Computers,Laptop,"£4,487.00",3,Online,,,,,,,
963,20/08/2007,"£14,567.00",96,Mobile Phones,Smartphone,"£4,490.00",4,Online,,,,,,,
965,22/08/2007,"£19,489.00",36,Mobile Phones,Smartphone,"£4,492.00",3,Online,,,,,,,
971,28/08/2007,"£16,808.00",51,Mobile Phones,Smartphone,"£4,498.00",4,Online,,,,,,,
975,09/01/2007,"£16,107.00",19,Mobile Phones,Smartphone,"£4,502.00",2,Online,,,,,,,
976,09/02/2007,"£14,457.00",90,Computers,Laptop,"£4,503.00",1,Online,,,,,,,
978,09/04/2007,"£14,448.00",93,Mobile Phones,Smartphone,"£4,505.00",2,Online,,,,,,,
980,09/06/2007,"£6,544.00",7,Electronics,Tablet,"£4,507.00",5,Online,,,,,,,
986,09/12/2007,"£7,086.00",28,Computers,Laptop,"£4,513.00",3,Online,,,,,,,
987,13/09/2007,"£10,986.00",23,Electronics,Tablet,"£4,514.00",1,Online,,,,,,,
988,14/09/2007,"£15,336.00",56,Electronics,Tablet,"£4,515.00",3,Online,,,,,,,
993,19/09/2007,"£10,419.00",75,Computers,Laptop,"£4,520.00",1,Online,,,,,,,
995,21/09/2007,"£10,894.00",52,Electronics,Headphones,"£4,522.00",3,Online,,,,,,,
996,22/09/2007,"£12,492.00",68,Electronics,Tablet,"£4,523.00",2,In-Store,,,,,,,
1003,29/09/2007,"£8,918.00",1,Electronics,Tablet,"£4,530.00",5,Online,,,,,,,
1004,30/09/2007,"£16,742.00",18,Electronics,Tablet,"£4,531.00",4,Online,,,,,,,
1006,10/02/2007,"£8,992.00",4,Electronics,Tablet,"£4,533.00",3,Online,,,,,,,
1008,10/04/2007,"£11,308.00",66,Electronics,Tablet,"£4,535.00",3,Online,,,,,,,
1011,10/07/2007,"£10,155.00",72,Computers,Laptop,"£4,538.00",2,In-Store,,,,,,,
1013,10/09/2007,"£4,280.00",10,Electronics,Headphones,"£4,540.00",3,In-Store,,,,,,,
1014,10/10/2007,"£16,512.00",57,Mobile Phones,Smartphone,"£4,541.00",1,Online,,,,,,,
1016,10/12/2007,"£19,567.00",77,Electronics,Headphones,"£4,543.00",5,In-Store,,,,,,,
1017,13/10/2007,"£16,290.00",24,Electronics,Tablet,"£4,544.00",1,Online,,,,,,,
1018,14/10/2007,"£19,118.00",40,Computers,Laptop,"£4,545.00",4,In-Store,,,,,,,
1024,20/10/2007,"£17,990.00",31,Computers,Laptop,"£4,551.00",1,In-Store,,,,,,,
1028,24/10/2007,£872.00,20,Electronics,Headphones,"£4,555.00",3,Online,,,,,,,
1030,26/10/2007,"£18,561.00",18,Computers,Laptop,"£4,557.00",5,Online,,,,,,,
1033,29/10/2007,"£12,144.00",55,Electronics,Headphones,"£4,560.00",3,Online,,,,,,,
1034,30/10/2007,"£16,427.00",20,Electronics,Headphones,"£4,561.00",3,Online,,,,,,,
1035,31/10/2007,"£16,124.00",43,Computers,Laptop,"£4,562.00",5,In-Store,,,,,,,
1042,11/07/2007,"£14,521.00",90,Electronics,Tablet,"£4,569.00",4,Online,,,,,,,
1046,11/11/2007,"£18,108.00",88,Electronics,Tablet,"£4,573.00",2,In-Store,,,,,,,
1048,13/11/2007,"£15,944.00",96,Computers,Laptop,"£4,575.00",4,In-Store,,,,,,,
1050,15/11/2007,"£17,426.00",82,Mobile Phones,Smartphone,"£4,577.00",3,Online,,,,,,,
1053,18/11/2007,"£18,686.00",43,Electronics,Tablet,"£4,580.00",5,In-Store,,,,,,,
1056,21/11/2007,"£5,742.00",16,Electronics,Tablet,"£4,583.00",3,Online,,,,,,,
1057,22/11/2007,"£14,465.00",88,Electronics,Headphones,"£4,584.00",3,Online,,,,,,,
1060,25/11/2007,"£11,333.00",69,Computers,Laptop,"£4,587.00",5,In-Store,,,,,,,
1063,28/11/2007,"£17,213.00",17,Electronics,Headphones,"£4,590.00",3,Online,,,,,,,
1066,12/01/2007,"£12,206.00",70,Mobile Phones,Smartphone,"£4,593.00",2,In-Store,,,,,,,
1068,12/03/2007,"£15,880.00",11,Mobile Phones,Smartphone,"£4,595.00",2,In-Store,,,,,,,
1069,12/04/2007,"£11,381.00",89,Mobile Phones,Smartphone,"£4,596.00",4,Online,,,,,,,
1070,12/05/2007,"£7,876.00",4,Electronics,Headphones,"£4,597.00",5,In-Store,,,,,,,
1071,12/06/2007,"£13,729.00",28,Computers,Laptop,"£4,598.00",1,In-Store,,,,,,,
1073,12/08/2007,"£13,615.00",68,Mobile Phones,Smartphone,"£4,600.00",2,Online,,,,,,,
1079,14/12/2007,"£11,795.00",76,Electronics,Tablet,"£4,606.00",2,In-Store,,,,,,,
1084,19/12/2007,"£10,013.00",65,Electronics,Headphones,"£4,611.00",5,Online,,,,,,,
1086,21/12/2007,"£5,872.00",6,Electronics,Headphones,"£4,613.00",4,Online,,,,,,,
1088,23/12/2007,"£14,802.00",78,Computers,Laptop,"£4,615.00",2,Online,,,,,,,
1093,28/12/2007,"£3,409.00",28,Electronics,Tablet,"£4,620.00",2,In-Store,,,,,,,
1099,01/03/2008,£900.00,5,Mobile Phones,Smartphone,"£4,626.00",5,Online,,,,,,,
1100,01/04/2008,"£16,000.00",28,Electronics,Tablet,"£4,627.00",3,In-Store,,,,,,,
1101,01/05/2008,"£13,697.00",13,Mobile Phones,Smartphone,"£4,628.00",3,Online,,,,,,,
1105,01/09/2008,"£14,865.00",67,Electronics,Headphones,"£4,632.00",4,Online,,,,,,,
1106,01/10/2008,"£14,916.00",86,Electronics,Headphones,"£4,633.00",5,In-Store,,,,,,,
1107,01/11/2008,"£15,619.00",20,Mobile Phones,Smartphone,"£4,634.00",1,In-Store,,,,,,,
1108,01/12/2008,"£12,519.00",69,Electronics,Headphones,"£4,635.00",2,Online,,,,,,,
1114,18/01/2008,"£3,202.00",14,Electronics,Headphones,"£4,641.00",4,In-Store,,,,,,,
1116,20/01/2008,"£9,668.00",30,Electronics,Headphones,"£4,643.00",3,In-Store,,,,,,,
1117,21/01/2008,"£4,305.00",1,Electronics,Headphones,"£4,644.00",2,Online,,,,,,,
1118,22/01/2008,"£11,903.00",61,Electronics,Tablet,"£4,645.00",1,Online,,,,,,,
1120,24/01/2008,"£10,288.00",53,Computers,Laptop,"£4,647.00",2,In-Store,,,,,,,
1121,25/01/2008,"£2,852.00",35,Computers,Laptop,"£4,648.00",2,In-Store,,,,,,,
1123,27/01/2008,"£16,779.00",22,Electronics,Tablet,"£4,650.00",1,Online,,,,,,,
1126,30/01/2008,"£19,037.00",70,Electronics,Tablet,"£4,653.00",5,In-Store,,,,,,,
1127,31/01/2008,"£11,119.00",12,Computers,Laptop,"£4,654.00",2,Online,,,,,,,
1128,02/01/2008,"£19,103.00",16,Electronics,Tablet,"£4,655.00",4,Online,,,,,,,
1129,02/02/2008,"£10,956.00",73,Electronics,Tablet,"£4,656.00",3,In-Store,,,,,,,
1130,02/03/2008,"£12,348.00",35,Computers,Laptop,"£4,657.00",3,Online,,,,,,,
1132,02/05/2008,"£18,360.00",74,Electronics,Headphones,"£4,659.00",1,In-Store,,,,,,,
1133,02/06/2008,"£15,745.00",65,Electronics,Headphones,"£4,660.00",5,Online,,,,,,,
1134,02/07/2008,"£5,261.00",13,Electronics,Tablet,"£4,661.00",3,In-Store,,,,,,,
1136,02/09/2008,"£19,508.00",24,Computers,Laptop,"£4,663.00",1,In-Store,,,,,,,
1137,02/10/2008,"£6,132.00",16,Electronics,Headphones,"£4,664.00",5,In-Store,,,,,,,
1139,02/12/2008,"£14,484.00",54,Mobile Phones,Smartphone,"£4,666.00",3,Online,,,,,,,
1141,14/02/2008,"£13,312.00",29,Computers,Laptop,"£4,668.00",3,Online,,,,,,,
1143,16/02/2008,"£17,359.00",57,Mobile Phones,Smartphone,"£4,670.00",3,In-Store,,,,,,,
1144,17/02/2008,"£16,717.00",88,Electronics,Headphones,"£4,671.00",3,Online,,,,,,,
1145,18/02/2008,"£18,216.00",29,Computers,Laptop,"£4,672.00",5,Online,,,,,,,
1146,19/02/2008,"£12,009.00",29,Electronics,Tablet,"£4,673.00",3,In-Store,,,,,,,
1147,20/02/2008,"£12,841.00",24,Computers,Laptop,"£4,674.00",5,In-Store,,,,,,,
1148,21/02/2008,"£13,786.00",70,Electronics,Tablet,"£4,675.00",4,Online,,,,,,,
1150,23/02/2008,"£7,869.00",33,Mobile Phones,Smartphone,"£4,677.00",2,In-Store,,,,,,,
1153,26/02/2008,"£9,408.00",14,Mobile Phones,Smartphone,"£4,680.00",3,Online,,,,,,,
1155,28/02/2008,"£11,101.00",37,Electronics,Tablet,"£4,682.00",1,In-Store,,,,,,,
1156,29/02/2008,"£12,131.00",73,Mobile Phones,Smartphone,"£4,683.00",5,Online,,,,,,,
1160,03/04/2008,"£16,403.00",95,Mobile Phones,Smartphone,"£4,687.00",3,In-Store,,,,,,,
1161,03/05/2008,"£2,309.00",18,Computers,Laptop,"£4,688.00",1,Online,,,,,,,
1165,03/09/2008,"£17,982.00",19,Electronics,Headphones,"£4,692.00",1,Online,,,,,,,
1166,03/10/2008,"£10,151.00",70,Electronics,Tablet,"£4,693.00",5,Online,,,,,,,
1169,13/03/2008,"£17,742.00",59,Electronics,Headphones,"£4,696.00",3,Online,,,,,,,
1174,18/03/2008,"£15,770.00",59,Electronics,Headphones,"£4,701.00",3,In-Store,,,,,,,
1176,20/03/2008,"£15,059.00",77,Electronics,Headphones,"£4,703.00",1,Online,,,,,,,
1180,24/03/2008,"£10,065.00",27,Computers,Laptop,"£4,707.00",2,In-Store,,,,,,,
1183,27/03/2008,"£12,609.00",69,Electronics,Tablet,"£4,710.00",4,Online,,,,,,,
1187,31/03/2008,"£18,754.00",74,Electronics,Tablet,"£4,714.00",4,In-Store,,,,,,,
1188,04/01/2008,"£18,206.00",97,Electronics,Tablet,"£4,715.00",1,In-Store,,,,,,,
1191,04/04/2008,"£9,003.00",21,Electronics,Headphones,"£4,718.00",5,In-Store,,,,,,,
1192,04/05/2008,"£18,512.00",16,Electronics,Headphones,"£4,719.00",2,In-Store,,,,,,,
1194,04/07/2008,"£16,194.00",46,Electronics,Headphones,"£4,721.00",4,In-Store,,,,,,,
1195,04/08/2008,"£16,228.00",45,Mobile Phones,Smartphone,"£4,722.00",1,Online,,,,,,,
1199,04/12/2008,"£10,872.00",75,Electronics,Headphones,"£4,726.00",3,Online,,,,,,,
1200,13/04/2008,"£10,107.00",35,Electronics,Headphones,"£4,727.00",3,Online,,,,,,,
1202,15/04/2008,"£10,940.00",36,Electronics,Tablet,"£4,729.00",5,Online,,,,,,,
1203,16/04/2008,"£16,347.00",22,Mobile Phones,Smartphone,"£4,730.00",5,Online,,,,,,,
1206,19/04/2008,"£13,454.00",78,Computers,Laptop,"£4,733.00",2,Online,,,,,,,
1210,23/04/2008,"£9,857.00",16,Computers,Laptop,"£4,737.00",4,Online,,,,,,,
1211,24/04/2008,"£16,237.00",62,Electronics,Headphones,"£4,738.00",2,Online,,,,,,,
1212,25/04/2008,"£15,194.00",96,Mobile Phones,Smartphone,"£4,739.00",5,Online,,,,,,,
1213,26/04/2008,"£19,059.00",38,Electronics,Tablet,"£4,740.00",4,Online,,,,,,,
1215,28/04/2008,"£14,267.00",81,Electronics,Headphones,"£4,742.00",3,Online,,,,,,,
1216,29/04/2008,"£13,977.00",57,Electronics,Tablet,"£4,743.00",3,Online,,,,,,,
1217,30/04/2008,"£12,716.00",71,Mobile Phones,Smartphone,"£4,744.00",3,In-Store,,,,,,,
1220,05/03/2008,"£2,238.00",30,Mobile Phones,Smartphone,"£4,747.00",1,In-Store,,,,,,,
1221,05/04/2008,"£17,317.00",50,Electronics,Headphones,"£4,748.00",2,Online,,,,,,,
1229,05/12/2008,"£9,201.00",35,Mobile Phones,Smartphone,"£4,756.00",1,Online,,,,,,,
1230,13/05/2008,"£14,021.00",43,Mobile Phones,Smartphone,"£4,757.00",4,Online,,,,,,,
1231,14/05/2008,"£14,761.00",59,Electronics,Tablet,"£4,758.00",3,Online,,,,,,,
1232,15/05/2008,"£3,973.00",24,Computers,Laptop,"£4,759.00",4,Online,,,,,,,
1236,19/05/2008,"£17,346.00",52,Mobile Phones,Smartphone,"£4,763.00",1,In-Store,,,,,,,
1239,22/05/2008,"£14,609.00",11,Mobile Phones,Smartphone,"£4,766.00",5,In-Store,,,,,,,
1240,23/05/2008,"£6,092.00",19,Electronics,Headphones,"£4,767.00",4,Online,,,,,,,
1241,24/05/2008,"£8,430.00",32,Electronics,Tablet,"£4,768.00",1,Online,,,,,,,
1244,27/05/2008,"£15,844.00",20,Mobile Phones,Smartphone,"£4,771.00",2,Online,,,,,,,
1246,29/05/2008,"£5,618.00",37,Mobile Phones,Smartphone,"£4,773.00",3,In-Store,,,,,,,
1247,30/05/2008,"£17,625.00",27,Computers,Laptop,"£4,774.00",1,Online,,,,,,,
1248,31/05/2008,"£16,226.00",60,Electronics,Tablet,"£4,775.00",2,Online,,,,,,,
1249,06/01/2008,"£3,299.00",16,Mobile Phones,Smartphone,"£4,776.00",3,In-Store,,,,,,,
1250,06/02/2008,"£19,285.00",74,Electronics,Tablet,"£4,777.00",3,In-Store,,,,,,,
1253,06/05/2008,"£12,588.00",44,Computers,Laptop,"£4,780.00",5,In-Store,,,,,,,
1254,06/06/2008,"£11,966.00",92,Electronics,Tablet,"£4,781.00",4,In-Store,,,,,,,
1255,06/07/2008,"£2,225.00",14,Mobile Phones,Smartphone,"£4,782.00",5,Online,,,,,,,
1256,06/08/2008,"£12,367.00",31,Electronics,Headphones,"£4,783.00",2,Online,,,,,,,
1258,06/10/2008,"£18,516.00",48,Computers,Laptop,"£4,785.00",5,In-Store,,,,,,,
1260,06/12/2008,"£9,419.00",36,Electronics,Headphones,"£4,787.00",5,Online,,,,,,,
1270,22/06/2008,"£11,685.00",76,Electronics,Headphones,"£4,797.00",2,In-Store,,,,,,,
1271,23/06/2008,"£1,656.00",9,Mobile Phones,Smartphone,"£4,798.00",5,In-Store,,,,,,,
1273,25/06/2008,"£5,225.00",5,Electronics,Tablet,"£4,800.00",5,Online,,,,,,,
1279,07/01/2008,"£13,764.00",97,Electronics,Headphones,"£4,806.00",1,In-Store,,,,,,,
1280,07/02/2008,"£14,632.00",87,Computers,Laptop,"£4,807.00",4,Online,,,,,,,
1286,07/08/2008,"£15,925.00",89,Mobile Phones,Smartphone,"£4,813.00",5,In-Store,,,,,,,
1287,07/09/2008,"£11,851.00",59,Electronics,Headphones,"£4,814.00",2,Online,,,,,,,
1289,07/11/2008,"£15,793.00",62,Electronics,Headphones,"£4,816.00",2,In-Store,,,,,,,
1291,13/07/2008,"£11,655.00",84,Electronics,Tablet,"£4,818.00",1,In-Store,,,,,,,
1295,17/07/2008,"£7,623.00",8,Electronics,Tablet,"£4,822.00",2,Online,,,,,,,
1299,21/07/2008,"£8,711.00",31,Computers,Laptop,"£4,826.00",4,In-Store,,,,,,,
1300,22/07/2008,"£13,501.00",42,Mobile Phones,Smartphone,"£4,827.00",3,Online,,,,,,,
1301,23/07/2008,"£18,834.00",90,Electronics,Headphones,"£4,828.00",1,Online,,,,,,,
1302,24/07/2008,"£18,359.00",55,Electronics,Tablet,"£4,829.00",3,Online,,,,,,,
1303,25/07/2008,"£13,914.00",54,Mobile Phones,Smartphone,"£4,830.00",1,Online,,,,,,,
1304,26/07/2008,"£19,859.00",53,Electronics,Headphones,"£4,831.00",5,Online,,,,,,,
1309,31/07/2008,"£13,674.00",70,Electronics,Headphones,"£4,836.00",3,Online,,,,,,,
1310,08/01/2008,"£14,988.00",84,Mobile Phones,Smartphone,"£4,837.00",1,In-Store,,,,,,,
1312,08/03/2008,"£9,512.00",25,Electronics,Headphones,"£4,839.00",3,In-Store,,,,,,,
1313,08/04/2008,"£16,086.00",59,Computers,Laptop,"£4,840.00",3,In-Store,,,,,,,
1314,08/05/2008,"£11,958.00",27,Electronics,Tablet,"£4,841.00",2,Online,,,,,,,
1316,08/07/2008,"£12,121.00",38,Electronics,Tablet,"£4,843.00",4,In-Store,,,,,,,
